070322|A50CHIN-C22|0.140|0.140|0.135|-0.005|-3.57|15,830
070324|A50CHIN-C24|0.685|0.670|0.670|-0.015|-2.19|100
070326|A50CHIN-C26|0.430|0.000|0.000|0.000|0.00|0
070328|A50CHIN-C28|0.220|0.225|0.220|0.000|0.00|19,308
070330|A50CHIN-C30|0.290|0.285|0.280|-0.010|-3.45|112,878
070332|A50CHIN-C32|0.690|0.650|0.650|-0.040|-5.80|1
070334|A50CHIN-C34|0.880|0.000|0.000|0.000|0.00|0
070336|A50CHIN-C36|0.495|0.500|0.490|-0.005|-1.01|5,363
070321|A50CHIN-H21|0.050|0.000|0.000|0.000|0.00|0
070323|A50CHIN-H23|0.005|0.000|0.000|0.000|0.00|0
070325|A50CHIN-H25|0.035|0.000|0.000|0.000|0.00|0
070327|A50CHIN-H27|0.100|0.090|0.090|-0.010|-10.00|7,863
7054|AASIA|0.145|0.000|0.000|0.000|0.00|0
5238|AAX|0.250|0.250|0.265|+0.015|+6.00|457,437
523820|AAX-C20|0.005|0.000|0.000|0.000|0.00|0
523821|AAX-C21|0.005|0.000|0.000|0.000|0.00|0
5238WA|AAX-WA|0.055|0.055|0.055|0.000|0.00|89,110
0800EA|ABFMY1|1.170|1.172|1.172|+0.002|+0.17|398
7086|ABLEGRP|0.075|0.000|0.000|0.000|0.00|0
2488|ABMB|4.140|4.150|4.160|+0.020|+0.48|24,800
2488CY|ABMB-CY|0.100|0.000|0.000|0.000|0.00|0
7131|ACME|0.250|0.000|0.000|0.000|0.00|0
7120|ACOSTEC|0.445|0.450|0.435|-0.010|-2.25|19,249
5281|ADVCON|0.390|0.390|0.430|+0.040|+10.26|81,281
7191|ADVENTA|0.355|0.000|0.000|0.000|0.00|0
9148|ADVPKG|1.900|1.900|1.800|-0.100|-5.26|185
7146|AEM|0.115|0.110|0.110|-0.005|-4.35|1,500
7146WA|AEM-WA|0.005|0.000|0.000|0.000|0.00|0
0181|AEMULUS|0.245|0.240|0.245|0.000|0.00|12,054
6599|AEON|1.580|1.570|1.560|-0.020|-1.27|1,360
6599CO|AEON-CO|0.045|0.045|0.045|0.000|0.00|3,521
6599CP|AEON-CP|0.050|0.000|0.000|0.000|0.00|0
6599CQ|AEON-CQ|0.030|0.000|0.000|0.000|0.00|0
5139|AEONCR|16.980|17.240|16.980|0.000|0.00|3,261
5139LA|AEONCR-LA|1.550|1.550|1.550|0.000|0.00|100
5185|AFFIN|2.250|2.260|2.250|0.000|0.00|1,070
5198|AFUJIYA|0.525|0.000|0.000|0.000|0.00|0
7315|AHB|0.135|0.130|0.130|-0.005|-3.70|2,051
7315WB|AHB-WB|0.005|0.005|0.005|0.000|0.00|8,471
7090|AHEALTH|9.210|9.140|9.090|-0.120|-1.30|238
4952|AHP|0.740|0.750|0.750|+0.010|+1.35|110
0122|AIM|0.280|0.000|0.000|0.000|0.00|0
5099|AIRASIA|2.740|2.770|2.790|+0.050|+1.82|82,846
509959|AIRASIAC59|0.025|0.020|0.020|-0.005|-20.00|10
509967|AIRASIAC67|0.085|0.090|0.100|+0.015|+17.65|20,351
509968|AIRASIAC68|0.005|0.000|0.000|0.000|0.00|0
509969|AIRASIAC69|0.035|0.000|0.000|0.000|0.00|0
509970|AIRASIAC70|0.015|0.000|0.000|0.000|0.00|0
509971|AIRASIAC71|0.080|0.085|0.090|+0.010|+12.50|8,160
509972|AIRASIAC72|0.185|0.190|0.200|+0.015|+8.11|2,940
509973|AIRASIAC73|0.220|0.215|0.225|+0.005|+2.27|4,182
509974|AIRASIAC74|0.310|0.000|0.000|0.000|0.00|0
509975|AIRASIAC75|0.140|0.000|0.000|0.000|0.00|0
509976|AIRASIAC76|0.065|0.065|0.070|+0.005|+7.69|16,110
509977|AIRASIAC77|0.075|0.080|0.085|+0.010|+13.33|46,543
509978|AIRASIAC78|0.105|0.105|0.110|+0.005|+4.76|35,400
509979|AIRASIAC79|0.050|0.055|0.055|+0.005|+10.00|1,000
509980|AIRASIAC80|0.050|0.055|0.055|+0.005|+10.00|30,790
5014|AIRPORT|7.740|7.700|7.740|0.000|0.00|36,952
5014C2|AIRPORT-C2|0.005|0.000|0.000|0.000|0.00|0
